IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
v16;25;25;139;['pupiņu milti', 'kukurūzas putraimi', 'saulespuķu eļļa', 'jauktas garšvielas', 'sāls', 'cukurs', 'tomātu pulveris', 'dekstroze', 'kukurūzas', 'sīpolu pulveris', 'maltodekstrīns', 'kukurūzas', 'kartupeļu', 'skābuma regulētājs', 'pienskābe', 'citronskābe', 'rauga ekstrakts', 'ķiploku pulveris', 'garšvielas', 't', 'sk', 'pētersīļi', 'garšvielu ekstrakts', 'paprika', 'aromatizētājs'];['ž / ?\nnija čl\ntavi\n4 4 ļ {ea nn nu s\nļ lv . pupiņu un kukurūzas m\nriņķīsi ar dārzeņu garšu :\ngaršvielas tr {sāls. bukurs, tomātu par mis {16%}. deļs saulespuķu eļļa, jauktas .:\npulveris {8%}, maltodekstrīns {kukurūzas, kartupeļu}. a ātume a leajutas, sia\n| citronskābe}, rauga ekstrakts, em pulveris {3%}, garšvielas ītsk. tersīļi 2%} "\ngaršvielu ekstrakts aprīko} 0.2%}, aromatizētājs}. ražots latvijā. puim miltu\n— izcelsmes vieta: es un ārpus ada \'\n"\nen bean and cornrins <> —\n= with vegetablefavr =\naa\ningredients: bean ftour {36%}, corn grits {34%}, sunflower oil, spice mix {10%} {sal, n\na sugar, tomato powder {16%}, dextrose {maize}, onion powder {8%}, maltodextrin {maiz ,\n/" pa tato}, acidity regulator {lactic acid, citric acid}, veast extract, vrdes powder {3%}, m *\nw/ parcijā/ 1 no parsley 2%} spice a {paprika} {0.294}, flavouring}. ade in latvia. origin dt av - 4\na ean flour: eu and non- eu. ā\n— 5060bble m kykypy3hbl\na kojie4km co bkycom obo7 p\n\n'];0;1;[];['vieta'];0;0;1;[];[];['vieta']
v17;25;25;223;['pupiņu milti', 'kukurūzas putraimi', 'saulespuķu eļļa', 'jauktas garšvielas', 'sāls', 'cukurs', 'tomātu pulveris', 'dekstroze', 'kukurūzas', 'sīpolu pulveris', 'maltodekstrīns', 'kukurūzas', 'kartupeļu', 'skābuma regulētājs', 'pienskābe', 'citronskābe', 'rauga ekstrakts', 'ķiploku pulveris', 'garšvielas', 't', 'sk', 'pētersīļi', 'garšvielu ekstrakts', 'paprika', 'aromatizētājs'];[': pupiņu milti {36%}, kukurūzas putraimi {34%}, saulespuķu eļļa, jauktas\n| a rsvilas {10% {sāls, cukurs, tomātu pulveris {16%}, dekstroze {kukurūzas}, sīpolu .\n| buveris {8%}, maltodekstrīns {kukurūzas, kartupeļu}, skābuma is {pienskābe,\n| eitronskābe}, rauga ekstrakts, ķiploku pulveris {3%}, garšvielas t.sk. pētersīļi 2%}\n| jjaršvielu ekstrakts {paprika} {0.2%}, aromatizētājs}. ražots latvijā. pupiņu miltu ad ai\nu krelsmes vieta: es un ārpus es. | | a\n| | je ii |} / ! lī u ti ee hl ": m "a " - aa a\nī  beanandcornrins -_\ne  withvegetabl ž i,\nj —\nkai ae ea {10%} {sal n\nā ļ gu m da če. upnan rf mi 0} fj lia pp ji it: «lillā {| ! 70. bija nt veēer oil spice mix : 0 4\n_ln redļents: dean four leajē cor apie gas re aontee! ii palienu ,\n- potato} asiem ierae romi rā ere em\nm jā dtt arete pueē, enire epiraci {paprika} {0/4}, favnuringl mad a\nva berprļa "vi der kēeieknnknk ne —\nmi0ūgi pr |  — mmņkņ»:»:==vņvņtrrezņņņtt t a\n189 a  ——— 65000bb e anu vu\njā = j | pi d mo ej ei dinu " liku, pa lmt lt ie {i ja ij ļj i {a k j žji da 4 m a } }\n48 r | em aapraļat palj on acponillē}\nt ranauvia £6 duucfc 10 ueav\nnn u | | | | : doļlu pu | {|10 | „1,0 | „vi umm =\nni nin jāj f } | a0" 04 pāju dļa i gl dun b nl not "fa —— j\n4 60 | i d n mi nai ad wdabu —__ ——\n, —o—{ : :\n\n'];0;1;[];['vieta'];0;0;1;[];[];['vieta']
v18;6;6;726;['ūdens', 'koncentrēta greipfrūtu sula', 'cukurs', 'greipfrūtu mīkstums', 'skābuma regulētājs', 'citronskābe'];['"\nm bm\nm m po tri\n} m m „a a na\n4 4 . m ma n ņ m č at\ncim na o ms m vu a m du kn nn n\nmm na n "ai mm ga va\nrc | } i. b } mi wa nos ušu ņ ap\nnana au du vi } pa f : rk du uadibt nē. ž" "e6378\n} ma na v ā au ūtr tk li i da as\na n : t ņ a mo n ww n mw ks a ž: ji ku m or } a adi ļ va », | - dd\na āā n neka j a n n » wm ve ie a a  ēj ap! 4 eu m\nas a ns nw 6\n: d} ķ n n vnņ gs aa rf utt na va a }\nan } n n m n m au pa } p\nn s ā n m n n {n n nw : v , e35583} j} v: kujas ļ ri h |\nm: ae nn kn s } 9 a š mu ielu a\nn du a ni n nw ņ n rfi i vi wa a krāj i m ļ\n- n k n ņ » si aa ļ ww 4 | a in <\nm ntttkwn "i n a ks aitu d\nn ww n "rpi n n ni pes n ad ser ti jaa 4 s o ausu por m. :\nn nw n n-ņn "lf ķ- rspslīžf 9 n du ul tja na r m\nn nw n n rrtkktkttwk nl. n n kan leja kab. va zēns ai -\nmw nw -}n rff} n rrķ*9* n muvi via jās 3 a "taāta ten a ga\nm n  _-=_rz5 i iek lekt! sodas \', n fraoi k aria: }\nntaatn rrfpfp}9 rststtsktktnņ n aaa wta % m d —\nn nw wpf=f=_=5= v da aa ww\nn m n n a as š m :\nn n r ņ9 " a kas 9 aaa a ,\nnnnņ n a aitu ju a lu u {a 2 : a\nd oncen 50%. 1 iersssāstāvtļasā 04 k a\n| % rentreta di air pa nd ualao. den ks a\nn du mt mia n vads ambaa ma n km a\n4 w a ma pu tu suli ak a a a\n% majus t ekabima rr ā ku k m\na na ka sums s {3 aaa nam m | n a\nē: } mara dna te u a a\nl : li nskā mkeumā, ikebut re lētās 4 rf\nnusē 1 malka cita n m "aa na m n aa vi} r rs\n| irspdu a tma t te tnetatīra tīt paka a -\n+ | a: a i 100 tten npera la dam uerdna - |\n78% dr t a paka ka didi aaa a \' r\npeli iietošan kalnieni ou g\n+ enakojuma atvē osana {a at d a aa na kaa ča m }\nl f kduna k o sm kai a til mī daka a a\ndummaa vaaanaaama v bull te a | i | |\n: ujuaed iersanasve kkaa\n60 dala ekrāna bu ourglabāt |\nabas vai betnēii aaa ka taa ga šu\n- infotāln pi paneijak vu odena j «\notā niss m nac šada „ņ \' m a m i |\n{ £ ma kika j du j d " a a | j\n} žž s db ak rata a u la\no —_ ——nūeččččūs g |\nj | —_ ttd greipfrutu nektara atoms aaa n\nu nn wa\n| 7 i } uieie tu maja kā a aaa | :\nt i: apa ra imektara "pa m |\nx ska " : ,: ietustlčju maž {at amn m ā | j\n* aaa ibn u n 5 ai n u aviatejae na aaa ā\nar vaisiy , a aa je n kazausi m vu š\nkiekis 60%. 1 iralilen ant | |\nka u mm je 44 ta od, n m na\ndasvandua koncentnletas o d mo: šos\n15. vara to, ko jas krit oroinīnm a\nna an tdi gi a ar n a m a u a n\nsultys val met bal akaa a 90 l ļ 0} ni \' * | | | |\n| 5, cuktus, oieipa rtu: dam n *\nreguli ari sand u 1 ļ 9 sū para a a a j |\n1uoja! ms diam latrinu rūgts 0 u u\n, na mu 3: mi ainai nm a n y n\n| geriausiasi iži džiaga cūtrinu rūgēt bi 4\nū nieni cor ea viouju, laiku 7 a ,\n— tempet atūroje m 0-57ciki-+25%0. pr n ļ | u ļ\na šīma ciinļub alka er pries }\nrartniima sun ņ ki j mu ji a ž "cpnes |\n4! kridarue laikvti šaldviuv a š a\ni e3301 tuve a\nee\n\n'];0;2;[];['aitu', 'aitu'];0;0;2;[];[];['aitu', 'aitu']
v19;20;20;299;['sojas dzēriens', 'ūdens', 'sojas pupiņas', 'cukurs', 'persiki', 'ūdens', 'marakuja', 'modificēta ciete', 'dekstroze', 'kalcija fosfāts', 'biezinātājs e440', 'citrusaugļu šķiedrvielas', 'aromatizētāji', 'skābuma regulētājs e334', 'vitamīni', 'riboflavīns', 'b2', 'b12', 'd2', 'dzīvās baktērijas'];[': sojas dzēriens 76,5% |}/1 02 g\n{ūdens, sojas pupiņas 8,7%}, cukurs, persiki 7,9%, ūdens, marakuja 09%, modificēta ciete, dekstroze, kalcija fosfāts, biezinātājs m g\nper chia e440, atusaugu šķiedmelas, aromatizētāji, skābuma regulētājs e334, vitamīni: rīboflavīns {b2}, b12, d2, dzīvās baktērijas. 100g\ndell produkta uzturvērtība: enerģētiskā vērtība: 320 kj/ 76 kcal, tauki 1,5 g, tostarp piesātinātās taukskābes 0,2 g, oghidrāti 12 g, tostarp\nhoc caku 11 g, šķiedrielas 0,7 g, olbaltumvielas 32 g, sāls 001 g, kalcijs 120 mg {*}, rboflavīns {b2 vitamīns} 0,21 mg {*}, b12 vitamīns "\ngolosit 038 pg {*}, d vitamīns 15 pg {*}, {*} 15% - {**} 30% no uzturvielu atsauces vērtības. dabiski.. ar zemu 07 g\ntauku saturu. olbaltumvielu un kalcija avots. izplatītājs: valsoja spa vial. ota žā e34138 ila ietu — itālija. er a i 4\nlt: yosoi su su persikais ir pasifloromis, 250 g. sojos pagrīndu ne pieno produktas su gyvomis bakterijomis, kalciu ir vilammais. "\ningredieni laikyti nuo 0 ?c rā 2g, temperatūroje. atidaiyta avaitode per 2-3 dienas. tīnka vartoti iki: žiūrēti ant pakuotēs. sudedamosios\namido modi dalys: sojos gēermas 765% {vanduo, soju pupelēs 8,7%}, cukrus, persikai 7,9%, vanduo, pasīfloros 0,9%, modifikuotas krakmolas, "\natidotartari  dekstrozē, kalcio fosfatas, tirštikis e440, citrusiniy vaisiu skaidulos, kvapiosios medžiagos, ma am medžiaga e334 s j\nnelfambi vitaminai: iboflavinas {b2}, b12, d2, gyvos bakterijos. 100g produkto maistingumas: energinē vertē: 320 kj/ 76 kcal, riebalai 1,5 g, iš 6 {7} mg\ne ambito \' kurusočiujuriebalu rūgšču 0,2 g, angliavandeniai 12 g, iš kuriu cukry 11 g, skaidulinēsmedžiagos 0,7 g, baltymai 3,2 g, druska 0,01 g, 58 {*} pg | \'\nmetaholism  kalas 120 mg {*}, rmboflavinas {vitaminas b2} 0,21 mg {*}, vitaminas b12 0,38 |1g {*}, vitamīnas d 1,5 |g {**}, {*} 15% - {”} 30% 5{*} "m ugi\navereveffe} referenciniu mitybiniu verčiu. natūraliai nera laktozes. be glitrmo. mažai riebaiu. baltymyir kalcio šaltinis. platintojas: valsoia spa viall. } ,\nbarontini 165 e34138 bologna, italīja. kilmes šalis: italija ,\na iferimento} |f\n4 — . 7 scopritutti i prodotti valsoja su ā\nus x3 co www.valsoia.i\n4\n— 4\n\n'];0;3;[];['d vitamīns', 'pieno', 'laktozes'];0;0;3;[];[];['d vitamīns', 'pieno', 'laktozes']
v20;14;14;337;['aunazirņi', 'rapšu eļļa', 'sezama pasta', 'ūdens', 'zaļās olīvas', 'melnās olīvas', 'citronu sula', 'sāls', 'ķiploki', 'skābe e330', 'konservanti', 'e211', 'e202', 'garšvielas'];['gp kn m\nši : man\n7” mi m\nj . |ee | hummus oliividega. koostisosad: 4 4\n/ kikerhernes 52%, rapsioli, seesamiseemned, vesi rohelised >\na u šā  0olmd 4%, mustad old 4%, sidrunimahl, so0l, kuuslauk, hape e330, %\n4 = * saltusaned: e211, e202, vurtsid, toitumisalane teave 100 g, energiasisaldus\ne5894/ 288 kcal, rasvad 24 2g, millestkullastunudrasvhapped26g, susivesikud 7, 5g, millest +\nsuhkrud 06 g, kudained 69 g, valgud 65 g, s00l 14 g, kolblik kuni: vaata pakendilt, sailtada +4\n- „ temperatuuril +1 c kuni +7 c toodetud madalmaades rim eritellimusel. kikerherned, olimd el ole parīt\nļ } - madalmaadest. edasimuuja eestis: rimi eesti food as, porguvalja tee 3, pildikula, rae vald, 75308 harjumaa, +\n} ā eesti infotelefoneestis: +37260050333. tv | humuss arolivam, sastavdalas, aunazirņi 52%, rapšu eļla, sezama *\npasta ūdens, zaļās olīvas 4%, melnās olīvas 4%, citronu sula, sāls, kiplokļ skābe e330, konservant:e211, e202, garsvielas. - «\n194 100 g produkta uzturvertība: enerģetiska vērtība 1189 kj/ 288 kcal, tauki 242 g, tostarp piesatinātas taukskābes 26 g,\ni | 9% 0ghdrāt 75 g, tostarp cukuri 06 g, sķedrvielas 69 g, olbaltumvielas 65 g, sāls 14 g. izlietot līdz: skatīt uz epakojuma. a m\n\' uzglabat temperaturā no +1 c ldz +7 wc. ražots nderlande pēc īpaša rim pasūtījuma. aunazirņu, olīvu izcelsme.izplatītajs latvjāsia rimi latvia a. deglavaiela 161, rīga, lv-1021. bezmaksas talrunis atsauksmem latvija: 80000 180,\n{} | : humusas su alyvuogemis, sudedamosios dalys: avinzrnai 52%, rapsu alejus, sezamu pasta, vandu0, zaliosios |\n: anmuoges, juodosios alyvuoges, citrny sultys, druska, cesnakai, rugstis e330, konservantai: e211, e202 prieskoniai, 100 g\nprodukto maistingumas: energine verte 1189 k 288 kcal, riebalai 242 g, is kuri sočiļju rebalu} rūgsčiu 26 g angliavandenai\n| ma 75g iskuru cukru 06 g, skaidulines medžiagos 69 g, baltymai 65 g, druska 146. tinka vartoti iki, ziureti data ant pakuotes, . }\n4 lakm nu0+1 c k1+7 c temperatūroje. pagaminta nyderlanduose pagal specialu rimi uzsakyma, amnzrna, alyvuogesnera 1 9 a ”*” i\nkle is nyderlandu. platintojas lietuvoje: uab „rimi lietuva", spaudos g. 6-1, lt 05132, vilnuus, lietuva. nemokamas klientu : / t\n. aptar. 1 8 { ce ā :\n4 1752050,998702 g 94\nr - n /\n7d .\npet jem jam\nāā ba t \' -\n"j ** "4\na * dl\n9 ij a4 a . .\nf t e\n\n'];0;0;[];[];0;0;0;[];[];[]
v21;14;14;211;['kviešu milti', 'cukurs', 'palmu eļļa', 'ūdens', 'glikozes', 'fruktozes sīrups', 'emulgators e322', 'sojas', 'irdinātāji', 'e503', 'e500', 'e450', 'sāls', 'aromatizētāji'];[': kviešu milti, cukurs, palmu eļļa, ūdens, glikozes-fruktozes sīrups, emulgators e322 {sojas}, irdinātāji: e503, e500, 450, sāls, |\ntromatizētaji var. 100 g produkta uzturvērtība: enerģētiskā vērtība 1912 k/454 kcal, tauki 142 g, tostarp piesātinātās\ntaukskābes 63 g, ogļhidrāti 70,8 g, tostarp cukuri 17,5 g, šķiedrvielas 23 g, olbaltumvielas 97 g, sāls 0/4 g. ieteicams līdz: skatīt uz iepakojuma. uzglabāt sausā vietā.\nražots lietuvā pēc īpaša rimi pasūtījuma. miltu izcelsme: es. izplatītājs latvijā: sia rimi latvia, a. deglava iela 161, rīga, lv-1021. bezmaksas tālrunis atsauksmēm latvijā: *\n80000 180. sausainiai klasika. sudedamosios dalys: kvietiniai miltai, cukrus, alyvpalmiu aliejus, u\nvanduo, gliukozēs-fruktozēs sirupas, emulsiklis e322 {soju}, tešlos kildymo medžiagos: e503, £500, e450,\ndruska, kvapiosios medžiagos. gali būti pieno, riešutu ir sezamo sēklu pēdsaku. 100 g produkto a ā\nmaistingumas: energinē vertē 1912 kj/ 454 kcal, riebalai 14,2 g, iš kuriļ sočiuju riebalu rūgščiu 6,3 g,\nangliavandeniai 70,8 g, i$ kuriļu cukru 17,5 g, skaidulinēs medžiagos 23 g, baltymai 9,7 g, druska 0,4 g.\ngeriausias iki: žr. ant pakuotēs. laikyti sausoje vietoje. pagaminta lietuvoje pagal specialu rimi užsakyma.\nmilty kilmē: es. platintojas lietuvoje: uab „rimi lietuva", spaudos g. 6-1, lt-05132, vilnius, lietuva.\nnemokamas klientu aptarnavimo centro tel. 8 800 e23000. {ot nemehbe k/taccmka. npom3bejieho b jimtbe\nno cnelimajiehomy 3aka3y rimi,\n4 11{52050,966718 ī\noo „—\ndaba 155 g | aaa\n\n'];0;1;[];['pieno'];0;0;1;[];[];['pieno']
v22;24;24;41;['kviešu milti', 'glikozes', 'fruktozes sīrups', 'kakao pulveris', 'rapšu eļļa', 'kakao pulveris ar samazinātu tauku saturu', 'miežu iesala ekstrakts', 'karamelizēts cukurs', 'sāls', 'emulgators e322', 'rapšu', 'vitamīnu maisījums', 'e vitamīns', 'c vitamīns', 'tiamīns', 'riboflavīns', 'niacīns', 'b6 vitamīns', 'folijskābe', 'b12 vitamīns', 'biotīns', 'pantotēnskābe', 'kanēlis', 'aromatizētāji'];[': kviešu\nmilti 60%, eikurs, alikozes-fruktozes sīrups, kakao\npulveris 3,2%, rapšu ča kakao pulveris ar samazinātu\ntauku saturu 2,1%, miežu iesala ekstrakts, karamelizēts\ncukurs, sāls, emulgators e322 {rapšu}, vitamīnu\nmaisījums: e vitamīns, c vitamīns, tiamīns, riboflavins,,\nniacīns, b. vitamins, folijskābe, b,, vitamīns, biotins-—+\npantotēnskābe, kanēlis, aromatizetaji. var'];0;1;[];['e vitamīns'];0;0;1;[];[];['e vitamīns']
v23;24;24;160;['kviešu milti', 'glikozes', 'fruktozes sīrups', 'kakao pulveris', 'rapšu eļļa', 'kakao pulveris ar samazinātu tauku saturu', 'miežu iesala ekstrakts', 'karamelizēts cukurs', 'sāls', 'emulgators e322', 'rapšu', 'vitamīnu maisījums', 'e vitamīns', 'c vitamīns', 'tiamīns', 'riboflavīns', 'niacīns', 'b6 vitamīns', 'folijskābe', 'b12 vitamīns', 'biotīns', 'pantotēnskābe', 'kanēlis', 'aromatizētāji'];[': kviešu\na milti 60%, «eikurs, nm sirups, kakao =,\nļ » pulveris 3,2%, fapšu eļļa, kakao pulveris ar samazinātu\nni tauku saturu 2,1%, miežu iesala ekstrakts, karamelizēts =\n\ncukurs, sāls, emulgators e322 rapšu}, vitamīnu |\n\nmaisījums: e vitamins, c vitamīns, tiamīns, riboflavins,, dd\n\n| niacīns, b, vitamīns, folijskābe, b, vitamīns, biotins-—+7---\n\npantotēnskābe, kanēlis, aromatizētāji. var. ieteicams līdz: skatīt uz iepakojuma.\n\nuzglabāt sausā, no saules stariem pasargāta vietā.\nieteicams pasniegt ar pienu, kefiru, jogurtu vai sulu.\nražots lietuvā pēc ra rimi pasūtījuma. kviešu |\nt miltu izcelsme: e3. izp ri latvijā: sia rimi latvia,\na. we iela 161, rīga, lv-1021. bezmaksas tālrunis\natsauksmēm latvijā: 80000 180. daudz vitamīnu.\nsausi pusryčiai choco shells.\npapildyti vitaminais. sudedamosios dalys:\nkvietiniai  miltai 60%, cukrus, gliukozes-fruktozēs\nsirupas, kakavos milteliai 3,2%, rapsf aliejus, mažesnio\nriebumo kakavos milteliai {21% miežu salyklo\nekstraktas, karamelizuotas cukrusi druska, emulsiklis: "+. 10\ne322 {rapsu}, vitaminu mišinys: vitaminas e, vitaminas c, €\ntiaminas, riboflavinas, niacinas, vitaminas/b, fo\'\'\nrūgstis, vitaminas b,, biotinas ā |\ncinamonas, kvapiosios mec?:, o2aāj!\npēdsaku āā}\nmo gs vinja\na cho cent, "us 9}\na o tej}\n\n'];0;3;[];['c vitamīns', 'pienu', 'jogurtu'];0;0;3;[];[];['c vitamīns', 'pienu', 'jogurtu']
v24;9;9;31;['kviešu milti', 'ūdens', 'rapšu eļļa', 'cukurs', 'sezama sēklas', 'raugs', 'sāls', 'konservants e200', 'miltu apstrādes līdzeklis e300'];['et :\nvē di\n| r. "4 urragura.\n3 | a yessss" beid10\na p}\nļ\n, / ” 1\nčē a t klasiskās burgeru maizītes\n, vi . « cas sa | sasien ž_ iastdier "a o\n: ka m /ar'];0;0;[];[];0;0;0;[];[];[]
v25;9;9;94;['kviešu milti', 'ūdens', 'rapšu eļļa', 'cukurs', 'sezama sēklas', 'raugs', 'sāls', 'konservants e200', 'miltu apstrādes līdzeklis e300'];['7 a a dj nas\ndm 4 uori\n| ,9 aa a m f | m | ti |\na: uz 4. s | %} aida au š\' |\na ā 90 : b {-\n: s " j | ā m | 8 | x ” 94 <\n, 18 ,. . t m na „ bi : | - a\nk 1%" sētas | šad ģ a ā\nva j amos t ā ūd s rapšureīta, cukurs, sezama sēklas! faligs, sāls, an\nana anetrāfies līdzeklis e300. > u\nm venservants e20dēmiltu apstāties 102e āā dali a\n„t varsaturētpiena, olu so 5, zemesriekstu. riekstu, kar araluktu aļiņas. |\nkca\n} enerģētiskā vērtība a 0.0 g ā\nā niesātinātāstaukskābes }\n| - uukuri ae a v\n\n'];0;1;[];['olu'];0;0;1;[];[];['olu']
v26;9;9;160;['kviešu milti', 'ūdens', 'rapšu eļļa', 'cukurs', 'sezama sēklas', 'raugs', 'sāls', 'konservants e200', 'miltu apstrādes līdzeklis e300'];['a 7/ w durvis | m n\n| ā 4 ma n\nvienā vp mt\n6p: a k |1} \' hi } , d: t j\n| |r , , n } 1 r bt: : % ļ %\nm 0x } a/ " ride ma „, n\nā $ p4 ā ! ba +\n- / „m „ee\n5% } i } } m ļ "m\n} m. | pr u 8 a u v\n kāv ta vi, pē\n\' . ā ā * j m\n_— . — _ — = b. — oo r\nklasiskas burgeru maizītes šu\n=. akausētas”. ā\nn stīndaļas: kviešu milti, ūdens, rapšu eļļa, cukurs, sezama sēklas, raugs, sāls,\nskoffservants £200, miltu apstrādes līdzeklis e300. j "ma\nvar satdrētpiena,-olu, sojas, zemesriekstu, riekstu, lupīnu produktu daļiņas. "\n? "bherātieks m ? „1498 kj |}\n4 eherģētiskā vērtā | } šacbkcel\n= ā :\n{p \'esātinātās ābes ņ r" 0u8d\n/ : | a . j / | a 1! g\ni cenu - 2 ī }\na n 887\ngti c———č c\nvv kasi klasiskie burgeri\nvv vien jēkdi, kad silti _ 320 g\njan a ggatavot mājās\n e\n| ,\n4 "78 4 maizītes\n0038 i,\nleteicams līnis m 37 7 - 1 maizīte 809 j\n\n'];0;0;[];[];0;0;0;[];[];[]
v27;6;6;105;['pilngraudu rudzu milti', 'ieraugs', 'pilngraudu rudzu milti', 'ūdens', 'sāls', 'raugs'];[": pilngraudu rudzu milti, ieraugs {ro} pāine de secarā integralā\n25% {pilngraudu rudzu milti, ūdens}, sāls, raugs. ingrediente: fāinā de seca\nsatur 95% pilngraudu rudzu miltus. var{fāinā de secarā integralā,\nsezama sēklas. uzglabāt sausā un tumšā vietā. 95% fāinā de secarā integ\nražots somijā. de susan. a se pāstra intr:\n€d ruginiai duonos traškučiai produsā in finlanda.\nsudedamosios dalys: visy grūdo daliy ruginiai\nmiltai, raugas 25% {rupūs ruginiai miltai, made in finlanc\ngeriamasis vanduo}, valgomoji druska, mielēs. lantmānnen cere/\n' sudetyje 95% rupiy ruginiy miltu. gali būti p.0.b0x 315. fi-0\nsezamo sēklu. laikyti sausoje ir tamsioje vietoje. piekāpās\nni: a ki helsinki, finla\nkilmes šalis suomija. ā ā\nwww.finncrisp.c\na\n| pap\nan a\n\n"];0;0;[];[];0;0;0;[];[];[]
v28;8;8;129;['pilngraudu rudzu milti', 'rudzu milti', 'ūdens', 'raugs', 'sāls', 'emulgators', 'e 471', 'maltas ķimenes'];[': pilngraudu rudzu milti 75 %, rudzu milti,\nūdens, raugs, sāls, emulgators {e 471}, maltas\nķimenes. var.\nglabāt sausā un tumšā vietā. b\nd chleb chrupki žytni tradycyjny\nsktadniki: maka žytnia pelnoziarnista 75 %, maka\nzytnia, woda, droždže, sl, emulgator {e471},\nmielony kminek. može zawierac ziarna sezamu.\nprzechowywač w chtodnym i ciemnym miejscu.\nua} xni6ui mmthi uiibho3ephobi\ncxnan: uinbhob3ephobe mmthe gopoluho 75 %,\nmuthee čopoluho, bo/ļa nmtha, apiklļki\nxni6onekapcbki npecobahi, cinb, emynbratop {e 471},\nmejiehmu kmmh. moxytb mictmtm hacihha kyh2kyty.\n36epiratm b cyxomy, 3axmliļehomy bin cbitna miclļi.\no pan integral centeno\ningredientes: pan integral centeno 75%, harina de\ncenteno, agua, ievadura, sal, emulsionante {e471},\nalcaravea molida. puede contener semillas de\no sesamo. almacenar en un lugar seco y oscuro.\ntpavaviotēc wpuvaviec gukaa , 1 0mkng aaeeone\nžuotatikā: aeora olkaate ontkīje daeane 75%, cneupi |\ngikamnng, vepo, zvun, akāti, vadaka f471}, ļ\n\n'];0;0;[];[];0;0;0;[];[];[]
v29;8;8;128;['pilngraudu rudzu milti', 'rudzu milti', 'ūdens', 'raugs', 'sāls', 'emulgators', 'e 471', 'maltas ķimenes'];[": pilngraudu rudzu milti 75 %, rudzu milti,\nūdens, raugs, sāls, emulgators {e 471}, maltas -\nķimenes. var. i\nglabāt sausā un tumšā vietā. 4\n{d chleb chrupki žytni tradycyjny :\nskladniki: maka žytnia pelnoziarnista 75 %, maka\nžytnia, woda, droždže, sdl, emulgator {e471},\nmielony kminek. može zawierač ziarna sezamu.\nprzechowywač w chtodnym i ciemnym miejscu.\nua} xni6ui mmthi uinbho3ephobi\ncxnan,: liifbho3ephobe mmthe 6opoluho 75 %,\nmmthe gopoluho, bojmļa nmtha, apiklņki\nxni6onekapcbki npecobahi, ci/b, emmynbratop {e 471},\nmejiehm kmmh. moxkytb mictmtm hacihha kyh}2kyty.\n36epiratm b cyx0omy, 3axmiuļehomy bin cbitna micui. |}\ngg pan integral centeno j\ningredientes: pan integral centeno 75%, harina de -\ncenteno, agua, ievadura, sal, emulsionante {e471}, |,\nalcaravea molida. puede contener semillas de\nseēsamo. almacenar en un lugar seco y oscuro.\ngr tpayaviorēc ppuyaviec oukaanc anno ournpā oaung daeone\nžuotoatikā: aaebdpt } kn „4 aaebpi\n\n} '71} a a\n\n| —_—_\n\n"];0;0;[];[];0;0;0;[];[];[]
